,UserID,Game,Hours,Ratings
5633,61444633,EverQuest Seeds of Destruction,0.3,1
5635,61444633,Half-Life 2 Deathmatch,0.3,1
5638,298519243,Dota 2,0.4,1
5640,25096601,Dota 2,128.0,3
5642,25096601,Sid Meier's Civilization V,93.0,2
5644,25096601,The Elder Scrolls V Skyrim,82.0,2
5646,25096601,The Binding of Isaac Rebirth,31.0,2
5648,25096601,Fallout New Vegas,16.1,1
5650,25096601,Recettear An Item Shop's Tale,14.4,1
5652,25096601,Hotline Miami,14.1,1
5654,25096601,Sid Meier's Civilization Beyond Earth,13.2,1
5656,25096601,Counter-Strike Global Offensive,12.2,1
5658,25096601,Metro Last Light Redux,11.8,1
5660,25096601,The Forest,11.1,1
5662,25096601,Rust,11.1,1
5664,25096601,Metro 2033 Redux,9.3,1
5666,25096601,BioShock Infinite,6.7,1
5668,25096601,"Papers, Please",6.1,1
5670,25096601,Half-Life 2,5.9,1
5672,25096601,Counter-Strike Source,4.2,1
5674,25096601,Portal 2,3.6,1
5676,25096601,Tom Clancy's Splinter Cell Blacklist,3.0,1
5678,25096601,Oddworld Abe's Exoddus,2.6,1
5680,25096601,Far Cry 3,2.1,1
5682,25096601,Team Fortress 2,2.1,1
5684,25096601,Fallout 4,1.6,1
5686,25096601,Surgeon Simulator,1.4,1
5688,25096601,Dust An Elysian Tail,1.2,1
5690,25096601,Nosgoth,1.1,1
5692,25096601,The Ship,1.0,1
5694,25096601,"Warhammer 40,000 Dawn of War II",1.0,1
5696,25096601,Crusader Kings II,0.9,1
5698,25096601,Max Payne 3,0.9,1
5700,25096601,The Witcher 2 Assassins of Kings Enhanced Edition,0.7,1
5702,25096601,FreeStyle2 Street Basketball,0.6,1
5704,25096601,Dirty Bomb,0.6,1
5706,25096601,Chivalry Medieval Warfare,0.6,1
5708,25096601,Batman Arkham Origins,0.6,1
5710,25096601,Left 4 Dead 2,0.6,1
5712,25096601,Saints Row The Third,0.5,1
5714,25096601,Shovel Knight,0.5,1
5716,25096601,Red Faction Armageddon,0.5,1
5718,25096601,Company of Heroes,0.5,1
5720,25096601,Hotline Miami 2 Wrong Number,0.4,1
5722,25096601,Broken Sword 3 - the Sleeping Dragon,0.4,1
5724,25096601,The Last Remnant,0.4,1
5726,25096601,Resident Evil Revelations 2 / Biohazard Revelations 2,0.4,1
5728,25096601,Death Skid Marks,0.3,1
5730,25096601,Oceanhorn Monster of Uncharted Seas,0.2,1
5732,25096601,FINAL FANTASY VII,0.2,1
5734,25096601,The Vanishing of Ethan Carter,0.2,1
5736,25096601,This War of Mine,0.2,1
5738,25096601,Road Redemption,0.2,1
5740,25096601,Styx Master of Shadows,0.2,1
5742,25096601,The Evil Within,0.1,1
5744,25096601,Half-Life 2 Episode Two,0.1,1
5791,120377800,Serious Sam HD The Second Encounter,31.0,2
5793,233160273,Terraria,129.0,3
5795,233160273,Bejeweled 3,10.9,1
5797,233160273,BookWorm Deluxe,7.1,1
5799,233160273,Zombies Monsters Robots,1.4,1
5803,33591806,Day of Defeat Source,0.9,1
5805,157397663,Dota 2,0.9,1
5807,234024191,Dota 2,204.0,3
5809,234024191,Portal 2,12.5,1
5811,234024191,The Legend of Korra,9.9,1
5813,234024191,Audition Online,8.2,1
5815,234024191,Portal,5.2,1
5817,234024191,The Wolf Among Us,3.0,1
5819,234024191,Thinking with Time Machine,2.3,1
5821,234024191,AdVenture Capitalist,1.8,1
5823,234024191,The Guild II,0.2,1
5825,234024191,Blender 2.76b,0.2,1
5827,234024191,The Way of Life Free Edition,0.2,1
5829,234024191,Toribash,0.1,1
5831,234024191,Only If,0.1,1
5842,88735140,Magicka,2.2,1
5844,115003799,Dota 2,0.7,1
5846,57866383,Team Fortress 2,0.4,1
5848,57866383,Burnout Paradise The Ultimate Box,0.3,1
5862,168845004,Star Wars The Force Unleashed Ultimate Sith Edition,5.1,1
5864,144347801,Unturned,178.0,3
5866,144347801,Team Fortress 2,156.0,3
5868,144347801,Garry's Mod,70.0,2
5870,144347801,Warface,41.0,2
5872,144347801,Rise of Nations Extended Edition,31.0,2
5874,144347801,Counter-Strike Global Offensive,27.0,2
5876,144347801,Trove,11.3,1
5878,144347801,Heroes & Generals,9.0,1
5880,144347801,Super Chibi Knight,3.3,1
5882,144347801,theHunter,0.6,1
5884,144347801,AdVenture Capitalist,0.1,1
5886,144347801,Source Filmmaker,0.1,1
5892,112590296,Dota 2,2.6,1
5894,209193781,Team Fortress 2,1.1,1
5900,42061089,DARK SOULS II,155.0,3
5902,42061089,Borderlands 2,82.0,2
5904,42061089,Warframe,77.0,2
5906,42061089,Grand Theft Auto V,52.0,2
5908,42061089,Worms Revolution,42.0,2
5910,42061089,BioShock Infinite,41.0,2
5912,42061089,Batman Arkham City GOTY,39.0,2
5914,42061089,Half-Life 2,37.0,2
5916,42061089,Rayman Legends,36.0,2
5918,42061089,Borderlands The Pre-Sequel,34.0,2
5920,42061089,Shift 2 Unleashed,30.0,2
5922,42061089,South Park The Stick of Truth,29.0,2
5924,42061089,DC Universe Online,25.0,2
5926,42061089,Left 4 Dead 2,24.0,2
5928,42061089,Batman Arkham Origins,21.0,2
5930,42061089,Max Payne 3,20.0,1
5932,42061089,Watch_Dogs,19.3,1
5934,42061089,BioShock,19.1,1
5936,42061089,Rocket League,15.5,1
5938,42061089,Tower Wars,14.7,1
5940,42061089,Dark Souls Prepare to Die Edition,13.6,1
5942,42061089,The Elder Scrolls V Skyrim,13.0,1
5944,42061089,Neverwinter,12.4,1
5946,42061089,METAL GEAR SOLID V THE PHANTOM PAIN,10.6,1
5948,42061089,Tom Clancy's Splinter Cell Blacklist,9.3,1
5950,42061089,Awesomenauts,9.1,1
5952,42061089,Assassin's Creed IV Black Flag,8.5,1
5954,42061089,Hotline Miami,8.3,1
5956,42061089,BattleBlock Theater,7.9,1
5958,42061089,Guild Wars,7.9,1
5960,42061089,Middle-earth Shadow of Mordor,6.7,1
5962,42061089,Killing Floor,5.9,1
5964,42061089,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,5.8,1
5966,42061089,Darksiders,5.3,1
5968,42061089,Killing Floor 2,5.2,1
5970,42061089,Castle Crashers,5.2,1
5972,42061089,Reus,4.9,1
5974,42061089,Dungeonland,4.1,1
5976,42061089,Firefall,3.8,1
5978,42061089,TERA,3.5,1
5980,42061089,Transformers Fall of Cybertron,2.9,1
5982,42061089,Metro Last Light,2.7,1
5984,42061089,Dust An Elysian Tail,2.6,1
5986,42061089,Risk of Rain,2.5,1
5988,42061089,DRAGON BALL XENOVERSE,2.4,1
5990,42061089,Outlast,2.1,1
5992,42061089,Zombies Monsters Robots,2.1,1
5994,42061089,Half-Life 2 Deathmatch,1.9,1
5996,42061089,METAL GEAR SOLID V GROUND ZEROES,1.9,1
5998,42061089,Dragon Age Origins - Ultimate Edition,1.7,1
6000,42061089,Sanctum 2,1.6,1
6002,42061089,Dragon Nest,1.6,1
6004,42061089,Defiance,1.5,1
6006,42061089,RIFT,1.4,1
6008,42061089,METAL SLUG 3,1.1,1
6010,42061089,PixelJunk Eden,1.0,1
6012,42061089,The Evil Within,1.0,1
6014,42061089,Far Cry 3,0.9,1
6016,42061089,Half-Life 2 Lost Coast,0.8,1
6018,42061089,Path of Exile,0.7,1
6020,42061089,XCOM Enemy Unknown,0.7,1
6022,42061089,Team Fortress 2,0.7,1
6024,42061089,Happy Wars,0.5,1
6026,42061089,No More Room in Hell,0.5,1
6028,42061089,Far Cry 3 Blood Dragon,0.5,1
6030,42061089,Panzar,0.4,1
6032,42061089,Evolve,0.4,1
6034,42061089,Hotline Miami 2 Wrong Number,0.4,1
6036,42061089,The Bridge,0.3,1
6038,42061089,Far Cry 2,0.3,1
6040,42061089,HAWKEN,0.3,1
6042,42061089,Jet Set Radio,0.3,1
6044,42061089,Cry of Fear,0.3,1
6046,42061089,Far Cry,0.2,1
6048,42061089,Fishing Planet,0.2,1
6050,42061089,Hitman Absolution,0.1,1
6091,158267574,Dota 2,5.8,1
6093,307239317,Dota 2,0.7,1
6095,62654923,Call of Duty Modern Warfare 3 - Multiplayer,191.0,3
6097,62654923,Call of Duty Black Ops,154.0,3
6099,62654923,Call of Duty Modern Warfare 2,100.0,2
6101,62654923,Call of Duty Modern Warfare 3,65.0,2
6103,62654923,Call of Duty Black Ops - Multiplayer,64.0,2
6105,62654923,Call of Duty Advanced Warfare,12.8,1
6107,62654923,Star Wars The Force Unleashed Ultimate Sith Edition,9.7,1
6109,62654923,Call of Duty Advanced Warfare - Multiplayer,3.5,1
6111,62654923,Call of Duty Modern Warfare 2 - Multiplayer,2.6,1
6113,62654923,Portal,0.5,1
6115,62654923,Aliens vs. Predator,0.4,1
6117,56256991,Dota 2,723.0,4
6119,56256991,Call of Duty Black Ops - Multiplayer,133.0,3
6121,56256991,Call of Duty Black Ops,44.0,2
6123,56256991,Call of Duty Ghosts,8.0,1
6125,56256991,Counter-Strike Global Offensive,0.4,1
6128,86338111,Team Fortress 2,1064.0,5
6130,86338111,Sid Meier's Civilization V,150.0,3
6132,86338111,Garry's Mod,60.0,2
6134,86338111,Don't Starve,34.0,2
6136,86338111,HuniePop,34.0,2
6138,86338111,Left 4 Dead 2,29.0,2
6140,86338111,Amnesia The Dark Descent,26.0,2
6142,86338111,Killing Floor,24.0,2
6144,86338111,Unturned,19.1,1
6146,86338111,7 Days to Die,18.8,1
6148,86338111,The Walking Dead,15.7,1
6150,86338111,Grand Theft Auto San Andreas,14.6,1
6152,86338111,Plants vs. Zombies Game of the Year,10.4,1
6154,86338111,The Wolf Among Us,9.9,1
6156,86338111,The Walking Dead Season Two,8.9,1
6158,86338111,Realm of the Mad God,7.3,1
6160,86338111,Starbound,5.8,1
6162,86338111,Surgeon Simulator,5.6,1
6164,86338111,Portal 2,5.2,1
6166,86338111,Poker Night 2,4.8,1
6168,86338111,Gone Home,4.1,1
6170,86338111,Castle Crashers,3.4,1
6172,86338111,Rabbit Hole 3D Steam Edition,3.3,1
6174,86338111,Game Dev Tycoon,3.0,1
6176,86338111,Poker Night at the Inventory,1.9,1
6178,86338111,Arma 2 Operation Arrowhead,1.6,1
6180,86338111,Half-Life 2,1.0,1
6182,86338111,The Basement Collection,1.0,1
6184,86338111,Arma 2,0.9,1
6186,86338111,Only If,0.5,1
6188,86338111,Haunted Memories,0.2,1
6198,67923337,Counter-Strike Source,62.0,2
6200,149501464,Terraria,48.0,2
6202,74232403,Dota 2,62.0,2
6204,74232403,Left 4 Dead 2,4.2,1
6206,305808638,Dota 2,81.0,2
6208,83978676,Team Fortress 2,2.4,1
6210,82235763,Homefront,12.8,1
6212,146682210,Metro 2033,0.3,1
6214,300645203,Dota 2,2.9,1
6216,211925330,Warframe,425.0,3
6218,211925330,Dota 2,290.0,3
6220,211925330,Fallout 4,133.0,3
6224,178717672,PAYDAY 2,17.1,1
6226,178717672,World of Guns Gun Disassembly,1.1,1
6233,218354629,Counter-Strike Source,75.0,2
6235,218354629,Counter-Strike Condition Zero,22.0,2
6237,218354629,Counter-Strike Global Offensive,7.8,1
6239,218354629,Total War ROME II - Emperor Edition,2.8,1
6241,218354629,Counter-Strike Condition Zero Deleted Scenes,0.9,1
6243,218354629,Counter-Strike,0.1,1
6249,288854118,Unturned,0.7,1
6251,189822258,Assassins Creed Unity,4.0,1
6253,189822258,Game Dev Tycoon,1.3,1
6260,194791978,Dota 2,8.6,1
6263,202949952,Dota 2,16.2,1
6269,130954987,Ticket to Ride,0.2,1
6271,108877388,PAYDAY 2,61.0,2
6273,108877388,BioShock 2,5.1,1
6275,108877388,Hitman Absolution,1.2,1
6277,108877388,Sniper Elite V2,0.2,1
6281,214366018,Sid Meier's Civilization V,108.0,3
6283,72576293,Dota 2,34.0,2
6285,179686274,Dota 2,4.3,1
6287,227083521,Star Wars Jedi Knight Jedi Academy,7.4,1
6289,227083521,Serious Sam HD The First Encounter,6.3,1
6291,227083521,Team Fortress 2,2.9,1
6293,227083521,The Elder Scrolls IV Oblivion ,2.1,1
6295,227083521,Serious Sam 2,2.1,1
6297,227083521,Portal 2,1.9,1
6299,227083521,Counter-Strike Nexon Zombies,1.7,1
6301,227083521,Serious Sam HD The Second Encounter,1.5,1
6303,227083521,The Elder Scrolls V Skyrim,0.5,1
6305,227083521,Unturned,0.2,1
6307,227083521,Gravilon,0.2,1
6309,227083521,Spooky's House of Jump Scares,0.1,1
6311,227083521,Cry of Fear,0.1,1
6333,236775073,Warframe,0.8,1
6335,236775073,The Witcher 2 Assassins of Kings Enhanced Edition,0.8,1
6337,286701848,Counter-Strike Global Offensive,36.0,2
6339,286701848,Team Fortress 2,8.0,1
6341,286701848,Marvel Heroes 2015,1.4,1
6343,286701848,S.K.I.L.L. - Special Force 2,0.7,1
6345,286701848,theHunter,0.2,1
6347,253983004,Dota 2,1.4,1
6349,162582760,Serious Sam HD The Second Encounter,0.4,1
6351,112994491,Half-Life 2,44.0,2
6353,112994491,Team Fortress 2,28.0,2
6355,112994491,The Walking Dead,15.9,1
6357,112994491,Half-Life 2 Episode Two,14.9,1
6359,112994491,Half-Life 2 Episode One,12.0,1
6361,112994491,Left 4 Dead 2,2.0,1
6363,112994491,Counter-Strike Condition Zero,0.3,1
6365,112994491,Left 4 Dead,0.2,1
6367,112994491,Counter-Strike,0.1,1
6373,85614332,Team Fortress 2,52.0,2
6375,211760999,Football Manager 2015,6.9,1
6377,216653925,Microsoft Flight Simulator X Steam Edition,6.1,1
6380,124451578,Dota 2,10.5,1
6382,58152057,Saints Row 2,0.6,1
6384,111316830,Dota 2,1395.0,5
6386,111316830,Royal Quest,25.0,2
6388,111316830,Nancy Drew Shadow at the Water's Edge,12.3,1
6390,111316830,Villagers and Heroes,10.6,1
6392,111316830,Terraria,8.2,1
6394,111316830,Nancy Drew Ransom of the Seven Ships ,6.3,1
6396,111316830,Nancy Drew Tomb of the Lost Queen,6.0,1
6398,111316830,Nancy Drew Warnings at Waverly Academy,5.8,1
6400,111316830,Nancy Drew Danger on Deception Island ,5.4,1
6402,111316830,Torchlight II,5.4,1
6404,111316830,Nancy Drew Last Train to Blue Moon Canyon,4.0,1
6406,111316830,How to Survive,2.2,1
6408,111316830,Unturned,1.8,1
6410,111316830,Garry's Mod,1.8,1
6412,111316830,Duke Nukem 3D Megaton Edition,1.5,1
6414,111316830,Call of Duty Black Ops II - Multiplayer,0.6,1
6416,111316830,Call of Duty Black Ops II,0.1,1
6420,185283602,Dota 2,0.8,1
6422,92914917,Dota 2,3738.0,5
6424,92914917,Counter-Strike Global Offensive,303.0,3
6426,92914917,Rust,96.0,2
6428,92914917,Dead Island,32.0,2
6430,92914917,Counter-Strike Source,16.3,1
6432,92914917,Left 4 Dead 2,15.3,1
6434,92914917,Risen,14.5,1
6436,92914917,BioShock Infinite,11.9,1
6438,92914917,Orcs Must Die! 2,11.7,1
6440,92914917,Saints Row The Third,10.9,1
6442,92914917,Dungeons of Dredmor,9.4,1
6444,92914917,Awesomenauts,9.2,1
6446,92914917,Orcs Must Die!,8.7,1
6448,92914917,Fable - The Lost Chapters,7.7,1
6450,92914917,Fight The Dragon,6.9,1
6452,92914917,Super Meat Boy,5.9,1
6454,92914917,BIT.TRIP RUNNER,5.9,1
6456,92914917,The Tiny Bang Story,5.7,1
6458,92914917,Skullgirls,5.3,1
6460,92914917,Temper Tantrum,5.3,1
6462,92914917,Insurgency,5.3,1
6464,92914917,Painkiller Hell & Damnation,5.0,1
6466,92914917,Natural Selection 2,4.9,1
6468,92914917,DiRT 3 Complete Edition,4.7,1
6470,92914917,Sins of a Solar Empire Rebellion,4.6,1
6472,92914917,FORCED,4.6,1
6474,92914917,Contagion,4.3,1
6476,92914917,16bit Trader,4.2,1
6478,92914917,Team Fortress 2,4.1,1
6480,92914917,Counter-Strike,3.8,1
6482,92914917,Dead Bits,3.7,1
6484,92914917,Rising Storm/Red Orchestra 2 Multiplayer,3.6,1
6486,92914917,Space Rangers HD A War Apart,3.5,1
6488,92914917,Free to Play,3.4,1
6490,92914917,Nuclear Dawn,2.8,1
6492,92914917,POSTAL 2,2.7,1
6494,92914917,The Bridge,2.7,1
6496,92914917,Guns of Icarus Online,2.6,1
6498,92914917,Strike Vector,2.5,1
6500,92914917,Sniper Elite Nazi Zombie Army 2,2.5,1
6502,92914917,New kind of adventure,2.5,1
6504,92914917,Just Cause 2,2.5,1
6506,92914917,Gratuitous Space Battles,2.4,1
6508,92914917,PAYDAY The Heist,2.4,1
6510,92914917,DETOUR,2.4,1
6512,92914917,Stellar 2D,2.4,1
6514,92914917,Garry's Mod,2.4,1
6516,92914917,Minimum,2.2,1
6518,92914917,Bad Rats,2.2,1
6520,92914917,Hacker Evolution - Untold,2.1,1
6522,92914917,The Walking Dead,2.0,1
6524,92914917,Trine 2,1.9,1
6526,92914917,Costume Quest,1.9,1
6528,92914917,Talisman Digital Edition,1.9,1
6530,92914917,Defy Gravity,1.8,1
6532,92914917,Warlock - Master of the Arcane,1.8,1
6534,92914917,Sniper Elite V2,1.8,1
6536,92914917,Serious Sam 3 BFE,1.8,1
6538,92914917,The Showdown Effect,1.8,1
6540,92914917,Terraria,1.7,1
6542,92914917,Chivalry Medieval Warfare,1.7,1
6544,92914917,Dino D-Day,1.7,1
6546,92914917,Monaco,1.7,1
6548,92914917,Age of Empires II HD Edition,1.7,1
6550,92914917,Portal 2,1.6,1
6552,92914917,Duke Nukem 3D Megaton Edition,1.6,1
6554,92914917,Sonic & All-Stars Racing Transformed,1.5,1
6556,92914917,The Binding of Isaac,1.5,1
6558,92914917,Project Zomboid,1.5,1
6560,92914917,Sanctum 2,1.5,1
6562,92914917,Day of Defeat Source,1.5,1
6564,92914917,Batman Arkham City GOTY,1.5,1
6566,92914917,Sniper Elite Nazi Zombie Army,1.4,1
6568,92914917,SpeedRunners,1.4,1
6570,92914917,Deponia The Complete Journey,1.4,1
6572,92914917,Guncraft,1.4,1
6574,92914917,Sid Meier's Civilization V,1.4,1
6576,92914917,Batman Arkham Asylum GOTY Edition,1.3,1
6578,92914917,DLC Quest,1.3,1
6580,92914917,Magicka,1.2,1
6582,92914917,POSTAL,1.2,1
6584,92914917,Stronghold Crusader HD,1.2,1
6586,92914917,Ace of Spades,1.2,1
6588,92914917,Torchlight II,1.2,1
6590,92914917,Castle Crashers,1.1,1
6592,92914917,LIMBO,1.1,1
6594,92914917,Strike Suit Zero,1.0,1
6596,92914917,Left 4 Dead,0.9,1
6598,92914917,Cogs,0.7,1
6600,92914917,Amnesia The Dark Descent,0.7,1
6602,92914917,The Witcher Enhanced Edition,0.6,1
6604,92914917,Crayon Physics Deluxe,0.6,1
6606,92914917,Alice Madness Returns,0.6,1
6608,92914917,FlatOut 2,0.6,1
6610,92914917,Disciples III Resurrection,0.6,1
6612,92914917,Polarity,0.5,1
6614,92914917,Woodle Tree Adventures,0.5,1
6616,92914917,The Howler,0.4,1
6618,92914917,Rig 'n' Roll,0.4,1
6620,92914917,Deus Ex Human Revolution,0.3,1
6622,92914917,RoboBlitz,0.3,1
6624,92914917,Farming Simulator 2011,0.3,1
6626,92914917,Asteroids Outpost,0.3,1
6628,92914917,Deus Ex Game of the Year Edition,0.2,1
6630,92914917,Trainz Simulator 12,0.2,1
6632,92914917,Half-Life,0.2,1
6634,92914917,Disciples II Rise of the Elves,0.1,1
6636,92914917,Eufloria,0.1,1
6768,135599605,Dota 2,0.5,1
6770,158173228,Arma 3,616.0,4
6772,158173228,Insurgency,29.0,2
6774,158173228,Spintires,28.0,2
6776,158173228,NBA 2K15,20.0,1
6778,158173228,Arma 2,13.6,1
6780,158173228,NASCAR '14,9.6,1
6782,158173228,Euro Truck Simulator 2,6.2,1
6784,158173228,Arma 2 Operation Arrowhead Beta (Obsolete),2.2,1
6786,158173228,Arma 2 Operation Arrowhead,1.4,1
6788,158173228,Arma 2 DayZ Mod,0.9,1
6796,147563118,Dota 2,879.0,4
6817,138847348,Dota 2,1.5,1
6819,77870593,Sid Meier's Civilization V,446.0,3
6821,77870593,Napoleon Total War,128.0,3
6823,77870593,Rome Total War,125.0,3
6825,77870593,Medieval II Total War,63.0,2
6827,77870593,Men of War,57.0,2
6829,77870593,Rome Total War - Alexander,53.0,2
6831,77870593,Medieval II Total War Kingdoms,42.0,2
6833,77870593,Empire Total War,37.0,2
6835,77870593,Sniper Elite V2,17.1,1
6837,77870593,Men of War Vietnam,16.8,1
6839,77870593,Wargame European Escalation,14.7,1
6841,77870593,Men of War Condemned Heroes,7.2,1
6843,77870593,Toy Soldiers,4.3,1
6845,77870593,Men of War Assault Squad,0.3,1
6848,161383225,Gotham City Impostors Free To Play,24.0,2
6850,161383225,Team Fortress 2,7.5,1
6852,161383225,Brick-Force,0.9,1
6854,161383225,BLOCKADE 3D,0.8,1
6857,60760816,The Elder Scrolls V Skyrim,110.0,3
6859,253006481,Team Fortress 2,79.0,2
6861,72842694,The Elder Scrolls V Skyrim,142.0,3
6863,72842694,Borderlands 2,99.0,2
6865,72842694,Far Cry 3,30.0,2
6867,72842694,FINAL FANTASY VII,28.0,2
6869,72842694,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,22.0,2
6871,72842694,Resident Evil 6 / Biohazard 6,15.5,1
6873,72842694,Magic The Gathering - Duels of the Planeswalkers 2013,14.8,1
6875,72842694,Terraria,13.9,1
6877,72842694,Mortal Kombat X,13.3,1
6879,72842694,Sonic & All-Stars Racing Transformed,11.2,1
6881,72842694,Might & Magic Heroes VI,10.6,1
6883,72842694,DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,10.1,1
6885,72842694,Tomb Raider,9.9,1
6887,72842694,Castle Crashers,9.7,1
6889,72842694,Teenage Mutant Ninja Turtles Out of the Shadows,8.4,1
6891,72842694,DRAGON BALL XENOVERSE,7.7,1
6893,72842694,Awesomenauts,7.5,1
6895,72842694,The Legend of Heroes Trails in the Sky,6.9,1
6897,72842694,Counter-Strike Condition Zero,6.3,1
6899,72842694,Broforce,6.0,1
6901,72842694,The Wolf Among Us,5.9,1
6903,72842694,Rocket League,5.8,1
6905,72842694,Counter-Strike Global Offensive,5.5,1
6907,72842694,LEGO The Lord of the Rings,5.0,1
6909,72842694,South Park The Stick of Truth,4.9,1
6911,72842694,Sleeping Dogs,4.8,1
6913,72842694,Injustice Gods Among Us Ultimate Edition,4.2,1
6915,72842694,Agarest Generations of War,4.0,1
6917,72842694,NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,3.8,1
6919,72842694,Dust An Elysian Tail,3.5,1
6921,72842694,Team Fortress 2,3.3,1
6923,72842694,Left 4 Dead 2,3.3,1
6925,72842694,Fallout New Vegas,3.1,1
6927,72842694,Hyperdimension Neptunia Re;Birth1,3.0,1
6929,72842694,Trials Evolution Gold Edition,2.9,1
6931,72842694,L.A. Noire,2.9,1
6933,72842694,Alice Madness Returns,2.8,1
6935,72842694,"Warhammer 40,000 Dawn of War II",2.8,1
6937,72842694,Torchlight II,2.8,1
6939,72842694,XCOM Enemy Unknown,2.7,1
6941,72842694,Vindictus,2.5,1
6943,72842694,Dungeon Defenders,2.3,1
6945,72842694,Total War SHOGUN 2,2.2,1
6947,72842694,Brtal Legend,2.0,1
6949,72842694,Resident Evil Operation Raccoon City,1.9,1
6951,72842694,Aliens vs. Predator,1.9,1
6953,72842694,Ys Origin,1.9,1
6955,72842694,Shadow Warrior,1.8,1
6957,72842694,Tomb Raider Anniversary,1.8,1
6959,72842694,Sonic Generations,1.7,1
6961,72842694,Ticket to Ride,1.7,1
6963,72842694,Shufflepuck Cantina Deluxe VR,1.6,1
6965,72842694,Super House of Dead Ninjas,1.5,1
6967,72842694,Worms Revolution,1.5,1
6969,72842694,Talisman Prologue,1.4,1
6971,72842694,Sniper Elite Nazi Zombie Army,1.4,1
6973,72842694,Mark of the Ninja,1.4,1
6975,72842694,Crysis 2 Maximum Edition,1.3,1
6977,72842694,Angry Video Game Nerd Adventures,1.3,1
6979,72842694,LEGO MARVEL Super Heroes,1.3,1
6981,72842694,Portal,1.3,1
6983,72842694,BioShock Infinite,1.2,1
6985,72842694,Strider,1.2,1
6987,72842694,Onimusha 3 Demon Siege,1.1,1
6989,72842694,Breath of Death VII ,1.0,1
6991,72842694,SONIC THE HEDGEHOG 4 Episode II,1.0,1
6993,72842694,Natural Selection 2,1.0,1
6995,72842694,Sacred 2 Gold,0.9,1
6997,72842694,METAL GEAR RISING REVENGEANCE,0.9,1
6999,72842694,The Binding of Isaac Rebirth,0.9,1
7001,72842694,Double Dragon Neon,0.8,1
7003,72842694,Deadpool,0.8,1
7005,72842694,Duke Nukem Forever,0.8,1
7007,72842694,Dead Island,0.8,1
7009,72842694,Cthulhu Saves the World ,0.8,1
7011,72842694,Dota 2,0.7,1
7013,72842694,FINAL FANTASY TYPE-0 HD,0.7,1
7015,72842694,Dungeons & Dragons Chronicles of Mystara,0.7,1
7017,72842694,Rise of Incarnates,0.7,1
7019,72842694,The Witcher 2 Assassins of Kings Enhanced Edition,0.6,1
7021,72842694,Super Meat Boy,0.6,1
7023,72842694,Strike Suit Zero,0.6,1
7025,72842694,Abyss Odyssey,0.6,1
7027,72842694,Chivalry Medieval Warfare,0.6,1
7029,72842694,Mortal Kombat Komplete Edition,0.6,1
7031,72842694,DOOM 3 BFG Edition,0.5,1
7033,72842694,TrackMania Canyon,0.5,1
7035,72842694,Hero Academy,0.4,1
7037,72842694,Magic 2014 ,0.4,1
7039,72842694,Retro City Rampage DX,0.4,1
7041,72842694,Marvel Heroes 2015,0.4,1
7043,72842694,THE KING OF FIGHTERS XIII STEAM EDITION,0.4,1
7045,72842694,Mortal Kombat Kollection,0.4,1
7047,72842694,Shadow Warrior Classic Redux,0.4,1
7049,72842694,The Binding of Isaac,0.3,1
7051,72842694,Far Cry 3 Blood Dragon,0.3,1
7053,72842694,"Warhammer 40,000 Regicide",0.3,1
7055,72842694,Confrontation,0.3,1
7057,72842694,Nation Red,0.3,1
7059,72842694,Warhammer Quest,0.3,1
7061,72842694,S.T.A.L.K.E.R. Shadow of Chernobyl,0.3,1
7063,72842694,Legendary,0.3,1
7065,72842694,Castlevania Lords of Shadow - Ultimate Edition,0.3,1
7067,72842694,Resident Evil 5 / Biohazard 5,0.2,1
7069,72842694,Vanguard Princess,0.2,1
7071,72842694,Dungeon Hearts,0.2,1
7073,72842694,Party of Sin,0.2,1
7075,72842694,Duke Nukem 3D Megaton Edition,0.2,1
7077,72842694,FINAL FANTASY VIII,0.1,1
7129,290367158,Counter-Strike Global Offensive,1.8,1
7131,290367158,DayZ,0.1,1
7133,42223842,Football Manager 2009,242.0,3
7135,144508237,Football Manager 2013,1.7,1
7137,17649444,Mass Effect,908.0,4
7139,17649444,Supreme Commander Forged Alliance,798.0,4
7141,17649444,Torchlight II,586.0,4
7143,17649444,Mass Effect 2,276.0,3
7145,17649444,Supreme Commander 2,271.0,3
7147,17649444,Team Fortress 2,267.0,3
7149,17649444,Torchlight,243.0,3
7151,17649444,The Binding of Isaac,219.0,3
7153,17649444,Supreme Commander,106.0,3
7155,17649444,Crysis 2 Maximum Edition,84.0,2
7157,17649444,Half-Life 2,43.0,2
7159,17649444,Half-Life 2 Episode One,42.0,2
7161,17649444,Defense Grid 2,39.0,2
7163,17649444,Portal,38.0,2
7165,17649444,Crysis,27.0,2
7167,17649444,Half-Life Source,16.3,1
7169,17649444,Portal 2,14.8,1
7171,17649444,Half-Life 2 Episode Two,12.5,1
7173,17649444,Crysis Warhead,10.0,1
7175,17649444,Defense Grid 2 A Matter of Endurance,0.5,1
7177,17649444,Batman Arkham Knight,0.3,1
7179,17649444,BioShock,0.3,1
7181,17649444,Crysis Wars,0.2,1
7207,214388411,Realm of the Mad God,0.1,1
7210,141161011,Don't Starve,5.5,1
7212,141161011,Call of Duty Black Ops,1.6,1
