,UserID,Game,Hours,Min_Hours,Max_Hours,Ratings
8236,210019205,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8237,130351904,Dota 2,15.4,0.1,10442.0,0.0014748132541658686
8238,307788609,Dota 2,14.9,0.1,10442.0,0.001426929706952691
8239,161991221,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8241,246626691,Dota 2,2.2,0.1,10442.0,0.00021068760773798126
8243,245540103,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8244,82778779,Dota 2,18.9,0.1,10442.0,0.0018099980846581114
8245,142955654,Dota 2,11.8,0.1,10442.0,0.0011300517142309905
8246,47364777,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8247,240322275,Dota 2,12.3,0.1,10442.0,0.001177935261444168
8248,165691348,Dota 2,8.8,0.1,10442.0,0.0008427504309519249
8250,154560653,Dota 2,41.0,0.1,10442.0,0.003926450871480559
8251,188180021,Dota 2,8.4,0.1,10442.0,0.0008044435931813829
8252,214905138,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8253,194812058,Dota 2,52.0,0.1,10442.0,0.004979888910170465
8255,224677810,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8256,210433327,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8257,134127685,Dota 2,3.1,0.1,10442.0,0.0002968779927217008
8258,218396091,Dota 2,4.9,0.1,10442.0,0.00046925876268914005
8259,185080568,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8261,165760407,Dota 2,2.0,0.1,10442.0,0.00019153418885271018
8262,246688925,Dota 2,61.0,0.1,10442.0,0.005841792760007661
8263,244269423,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8264,209509599,Dota 2,1.8,0.1,10442.0,0.00017238076996743917
8267,205929037,Dota 2,4.6,0.1,10442.0,0.0004405286343612335
8268,174681719,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8269,110881546,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8271,271659144,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8273,191803558,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8274,78671103,Dota 2,11.5,0.1,10442.0,0.0011013215859030838
8275,88525821,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8276,127272741,Dota 2,5.9,0.1,10442.0,0.0005650258571154951
8278,169958335,Dota 2,5.8,0.1,10442.0,0.0005554491476728597
8279,181810697,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8280,163281091,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8281,172396268,Dota 2,10.7,0.1,10442.0,0.0010247079103619997
8283,258754843,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8284,167680474,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8285,196873040,Dota 2,0.9,0.1,10442.0,8.619038498371959e-05
8286,182334680,Dota 2,41.0,0.1,10442.0,0.003926450871480559
8287,225466182,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8288,110999033,Dota 2,8.0,0.1,10442.0,0.0007661367554108407
8289,153872830,Dota 2,47.0,0.1,10442.0,0.00450105343803869
8291,285167092,Dota 2,2.9,0.1,10442.0,0.00027772457383642984
8292,272981192,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8293,190162483,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8295,221670883,Dota 2,15.6,0.1,10442.0,0.0014939666730511393
8296,309216884,Dota 2,4.0,0.1,10442.0,0.00038306837770542035
8300,268470708,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8301,124229280,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8302,179390131,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8303,239007338,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8304,205031950,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8306,155092386,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8308,136752099,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8310,205511851,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8312,228258798,Dota 2,2.7,0.1,10442.0,0.0002585711549511588
8314,167443514,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8316,206977463,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8317,154691996,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8319,253970176,Dota 2,2.0,0.1,10442.0,0.00019153418885271018
8322,203103090,Dota 2,21.0,0.1,10442.0,0.002011108982953457
8323,155993090,Dota 2,3.5,0.1,10442.0,0.0003351848304922429
8324,116912767,Dota 2,1.9,0.1,10442.0,0.0001819574794100747
8325,284555178,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8326,243532285,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8328,180321976,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8329,244743801,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8330,149911598,Dota 2,2.2,0.1,10442.0,0.00021068760773798126
8331,148424406,Dota 2,2.1,0.1,10442.0,0.0002011108982953457
8332,193743047,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8333,140971088,Dota 2,6.1,0.1,10442.0,0.0005841792760007661
8334,172485624,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8335,197147371,Dota 2,2.1,0.1,10442.0,0.0002011108982953457
8337,256584820,Dota 2,68.0,0.1,10442.0,0.006512162420992147
8338,9946133,Dota 2,4.4,0.1,10442.0,0.0004213752154759625
8339,176448305,Dota 2,3.9,0.1,10442.0,0.00037349166826278484
8340,164939568,Dota 2,4.1,0.1,10442.0,0.0003926450871480559
8341,213650130,Dota 2,52.0,0.1,10442.0,0.004979888910170465
8344,166295260,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8345,194237851,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8346,187883872,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8347,143824748,Dota 2,2.8,0.1,10442.0,0.00026814786439379433
8348,134549707,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8349,212572713,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8350,271364180,Dota 2,2.8,0.1,10442.0,0.00026814786439379433
8353,300885999,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8355,8865447,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8356,233730505,Dota 2,3.0,0.1,10442.0,0.00028730128327906536
8357,198311110,Dota 2,5.7,0.1,10442.0,0.0005458724382302241
8358,283079860,Dota 2,2.1,0.1,10442.0,0.0002011108982953457
8359,130312302,Dota 2,7.2,0.1,10442.0,0.0006895230798697567
8360,143157943,Dota 2,2.0,0.1,10442.0,0.00019153418885271018
8361,178008203,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8363,274843696,Dota 2,56.0,0.1,10442.0,0.005362957287875886
8364,179819524,Dota 2,34.0,0.1,10442.0,0.003256081210496073
8365,215458951,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8367,154245235,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8368,176882096,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8369,191365887,Dota 2,3.0,0.1,10442.0,0.00028730128327906536
8370,168057618,Dota 2,3.1,0.1,10442.0,0.0002968779927217008
8371,109655092,Dota 2,31.0,0.1,10442.0,0.0029687799272170084
8374,295504656,Dota 2,12.8,0.1,10442.0,0.0012258188086573453
8375,225978911,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8378,99171164,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8379,268110072,Dota 2,1.8,0.1,10442.0,0.00017238076996743917
8380,189389925,Dota 2,2.7,0.1,10442.0,0.0002585711549511588
8381,133273541,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8382,240933441,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8383,228919399,Dota 2,2.2,0.1,10442.0,0.00021068760773798126
8384,123625432,Dota 2,3.5,0.1,10442.0,0.0003351848304922429
8387,287557416,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8388,298093863,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8389,163690628,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8391,186746583,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8394,207391878,Dota 2,0.9,0.1,10442.0,8.619038498371959e-05
8395,69828237,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8396,167108328,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8397,152741550,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8398,159277759,Dota 2,1.9,0.1,10442.0,0.0001819574794100747
8399,297169314,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8400,127117543,Dota 2,10.8,0.1,10442.0,0.0010342846198046352
8401,295601631,Dota 2,11.3,0.1,10442.0,0.0010821681670178127
8402,179368446,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8403,167364183,Dota 2,2.5,0.1,10442.0,0.00023941773606588775
8404,173658892,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8405,282810196,Dota 2,2.5,0.1,10442.0,0.00023941773606588775
8408,218242005,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8410,179456244,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8412,237627929,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8413,288712080,Dota 2,16.5,0.1,10442.0,0.0015801570580348593
8414,308954355,Dota 2,4.1,0.1,10442.0,0.0003926450871480559
8415,136961289,Dota 2,6.1,0.1,10442.0,0.0005841792760007661
8416,144307381,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8417,152694671,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8418,127335438,Dota 2,12.7,0.1,10442.0,0.0012162420992147098
8419,259891015,Dota 2,62.0,0.1,10442.0,0.005937559854434017
8420,299736416,Dota 2,7.7,0.1,10442.0,0.0007374066270829343
8422,177426132,Dota 2,5.7,0.1,10442.0,0.0005458724382302241
8423,141682250,Dota 2,3.6,0.1,10442.0,0.00034476153993487834
8424,183982123,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8425,186609588,Dota 2,9.5,0.1,10442.0,0.0009097873970503736
8426,194207397,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8427,266455892,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8429,292715948,Dota 2,2.6,0.1,10442.0,0.0002489944455085233
8430,197871154,Dota 2,37.0,0.1,10442.0,0.003543382493775139
8431,269920248,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8432,125246281,Dota 2,12.2,0.1,10442.0,0.001168358552001532
8433,197279519,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8434,166907146,Dota 2,14.8,0.1,10442.0,0.0014173529975100554
8437,240810001,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8439,205867397,Dota 2,3.2,0.1,10442.0,0.0003064547021643364
8440,162321309,Dota 2,31.0,0.1,10442.0,0.0029687799272170084
8441,133387630,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8442,168900284,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8443,168473500,Dota 2,2.2,0.1,10442.0,0.00021068760773798126
8444,167233270,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8445,205452022,Dota 2,6.0,0.1,10442.0,0.0005746025665581307
8447,170489182,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8448,280352750,Dota 2,2.5,0.1,10442.0,0.00023941773606588775
8449,176696984,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8450,194063322,Dota 2,9.2,0.1,10442.0,0.0008810572687224668
8451,283815388,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8452,191244808,Dota 2,1.0,0.1,10442.0,9.576709442635509e-05
8454,194057051,Dota 2,23.0,0.1,10442.0,0.002202643171806168
8455,96249915,Dota 2,4.2,0.1,10442.0,0.0004022217965906914
8456,135967185,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8457,111212436,Dota 2,15.2,0.1,10442.0,0.0014556598352805975
8458,96400571,Dota 2,3.2,0.1,10442.0,0.0003064547021643364
8459,172771532,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8460,291277170,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8461,207621814,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
8462,297340678,Dota 2,1.0,0.1,10442.0,9.576709442635509e-05
8463,214900977,Dota 2,3.1,0.1,10442.0,0.0002968779927217008
8464,195072781,Dota 2,2.1,0.1,10442.0,0.0002011108982953457
8465,219566087,Dota 2,66.0,0.1,10442.0,0.006320628232139437
8466,205145940,Dota 2,6.5,0.1,10442.0,0.0006224861137713081
8467,237826369,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8468,186207833,Dota 2,4.7,0.1,10442.0,0.00045010534380386907
8470,147361523,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8471,205670497,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8472,182862561,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8473,178343030,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8474,265545744,Dota 2,2.2,0.1,10442.0,0.00021068760773798126
8475,237390911,Dota 2,36.0,0.1,10442.0,0.003447615399348784
8476,289934364,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8478,139841475,Dota 2,38.0,0.1,10442.0,0.003639149588201494
8479,262017556,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8480,213893829,Dota 2,6.1,0.1,10442.0,0.0005841792760007661
8481,187193689,Dota 2,5.0,0.1,10442.0,0.0004788354721317755
8482,253224439,Dota 2,4.4,0.1,10442.0,0.0004213752154759625
8485,166863117,Dota 2,2.7,0.1,10442.0,0.0002585711549511588
8486,251819763,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8487,155844529,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8488,279218570,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8489,252007735,Dota 2,8.3,0.1,10442.0,0.0007948668837387474
8490,174170835,Dota 2,5.3,0.1,10442.0,0.000507565600459682
8491,153431729,Dota 2,7.5,0.1,10442.0,0.0007182532081976633
8493,211994918,Dota 2,2.8,0.1,10442.0,0.00026814786439379433
8494,203494117,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8496,181523262,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8497,161974027,Dota 2,5.7,0.1,10442.0,0.0005458724382302241
8498,162396225,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8499,32102983,Dota 2,3.9,0.1,10442.0,0.00037349166826278484
8501,160749747,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8502,168733900,Dota 2,6.8,0.1,10442.0,0.0006512162420992147
8504,28472068,Dota 2,13.0,0.1,10442.0,0.0012449722275426165
8505,124540027,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8506,141162118,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8508,7907686,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8509,183390852,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
8510,280664166,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8511,196725782,Dota 2,74.0,0.1,10442.0,0.0070867649875502765
8513,228505777,Dota 2,14.4,0.1,10442.0,0.0013790461597395134
8514,291629654,Dota 2,6.9,0.1,10442.0,0.0006607929515418503
8516,180608368,Dota 2,12.5,0.1,10442.0,0.0011970886803294386
8519,155781142,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8520,177828156,Dota 2,3.3,0.1,10442.0,0.00031603141160697185
8521,100769089,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8522,264977320,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8523,91871147,Dota 2,13.5,0.1,10442.0,0.001292855774755794
8525,175003850,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8526,197302969,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8527,147131147,Dota 2,44.0,0.1,10442.0,0.004213752154759625
8529,262577480,Dota 2,15.5,0.1,10442.0,0.0014843899636085042
8530,146055391,Dota 2,2.1,0.1,10442.0,0.0002011108982953457
8531,5949488,Dota 2,3.5,0.1,10442.0,0.0003351848304922429
8533,35177894,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8534,279122638,Dota 2,7.8,0.1,10442.0,0.0007469833365255697
8536,162262069,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8537,174805098,Dota 2,14.1,0.1,10442.0,0.0013503160314116069
8538,162179350,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8540,190668443,Dota 2,5.8,0.1,10442.0,0.0005554491476728597
8541,206214102,Dota 2,69.0,0.1,10442.0,0.006607929515418502
8542,291439350,Dota 2,56.0,0.1,10442.0,0.005362957287875886
8543,184750340,Dota 2,17.7,0.1,10442.0,0.0016950775713464852
8544,256528415,Dota 2,5.7,0.1,10442.0,0.0005458724382302241
8545,62097332,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8546,296405510,Dota 2,1.0,0.1,10442.0,9.576709442635509e-05
8549,151601979,Dota 2,41.0,0.1,10442.0,0.003926450871480559
8551,147499580,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8552,198639468,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8553,294809452,Dota 2,46.0,0.1,10442.0,0.004405286343612335
8556,291248270,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8557,167333229,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8558,245530835,Dota 2,8.9,0.1,10442.0,0.0008523271403945605
8559,143275153,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8561,300985675,Dota 2,34.0,0.1,10442.0,0.003256081210496073
8562,163349712,Dota 2,0.9,0.1,10442.0,8.619038498371959e-05
8563,155118453,Dota 2,2.6,0.1,10442.0,0.0002489944455085233
8564,89262373,Dota 2,41.0,0.1,10442.0,0.003926450871480559
8565,295723032,Dota 2,0.9,0.1,10442.0,8.619038498371959e-05
8568,2643609,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8569,304056467,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8570,91729217,Dota 2,14.3,0.1,10442.0,0.001369469450296878
8571,163086238,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8573,178615518,Dota 2,32.0,0.1,10442.0,0.003064547021643363
8574,103093573,Dota 2,45.0,0.1,10442.0,0.0043095192491859795
8575,90272527,Dota 2,40.0,0.1,10442.0,0.003830683777054204
8576,150731350,Dota 2,9.7,0.1,10442.0,0.0009289408159356443
8578,234987725,Dota 2,2.6,0.1,10442.0,0.0002489944455085233
8579,227648085,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8584,109175936,Dota 2,3.0,0.1,10442.0,0.00028730128327906536
8587,247871700,Dota 2,36.0,0.1,10442.0,0.003447615399348784
8588,110104967,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8589,161634552,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8591,170904528,Dota 2,5.8,0.1,10442.0,0.0005554491476728597
8592,136668535,Dota 2,4.0,0.1,10442.0,0.00038306837770542035
8593,266112568,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
8595,144229102,Dota 2,46.0,0.1,10442.0,0.004405286343612335
8596,246357409,Dota 2,14.4,0.1,10442.0,0.0013790461597395134
8597,206471743,Dota 2,2.1,0.1,10442.0,0.0002011108982953457
8598,129081996,Dota 2,36.0,0.1,10442.0,0.003447615399348784
8599,207144527,Dota 2,1.9,0.1,10442.0,0.0001819574794100747
8600,105788297,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8601,204198891,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8603,163874774,Dota 2,52.0,0.1,10442.0,0.004979888910170465
8604,244520683,Dota 2,3.8,0.1,10442.0,0.0003639149588201494
8606,237652003,Dota 2,6.5,0.1,10442.0,0.0006224861137713081
8609,213203809,Dota 2,71.0,0.1,10442.0,0.006799463704271212
8611,144715893,Dota 2,15.0,0.1,10442.0,0.0014365064163953266
8613,244030924,Dota 2,0.7,0.1,10442.0,6.703696609844857e-05
8614,180426359,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8615,108162562,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8617,308563852,Dota 2,8.4,0.1,10442.0,0.0008044435931813829
8619,286700638,Dota 2,32.0,0.1,10442.0,0.003064547021643363
8620,211454678,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8621,62078957,Dota 2,47.0,0.1,10442.0,0.00450105343803869
8622,293500233,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8623,191940483,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8624,160776422,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8625,231317343,Dota 2,2.2,0.1,10442.0,0.00021068760773798126
8626,219958874,Dota 2,54.0,0.1,10442.0,0.005171423099023176
8628,128868128,Dota 2,34.0,0.1,10442.0,0.003256081210496073
8629,126843636,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8630,221513057,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8631,268037268,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8632,230971174,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8633,144681252,Dota 2,3.9,0.1,10442.0,0.00037349166826278484
8634,96914675,Dota 2,12.0,0.1,10442.0,0.0011492051331162614
8635,189963855,Dota 2,29.0,0.1,10442.0,0.002777245738364298
8636,277673224,Dota 2,31.0,0.1,10442.0,0.0029687799272170084
8637,147876770,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8638,202409306,Dota 2,2.7,0.1,10442.0,0.0002585711549511588
8639,176197170,Dota 2,42.0,0.1,10442.0,0.004022217965906914
8640,189148170,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8641,296898457,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8642,77194086,Dota 2,4.2,0.1,10442.0,0.0004022217965906914
8643,303627886,Dota 2,1.0,0.1,10442.0,9.576709442635509e-05
8645,97667936,Dota 2,26.0,0.1,10442.0,0.0024899444550852325
8647,17530772,Dota 2,1.7,0.1,10442.0,0.00016280406052480368
8648,286178286,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8649,138681278,Dota 2,7.0,0.1,10442.0,0.0006703696609844858
8650,115472935,Dota 2,38.0,0.1,10442.0,0.003639149588201494
8651,41465526,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8652,172237313,Dota 2,2.6,0.1,10442.0,0.0002489944455085233
8653,179321212,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8654,149009099,Dota 2,2.7,0.1,10442.0,0.0002585711549511588
8655,135966512,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8656,249056919,Dota 2,46.0,0.1,10442.0,0.004405286343612335
8657,279223318,Dota 2,16.7,0.1,10442.0,0.0015993104769201302
8659,125718224,Dota 2,68.0,0.1,10442.0,0.006512162420992147
8660,163294758,Dota 2,33.0,0.1,10442.0,0.0031603141160697185
8662,229979974,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
8663,307232663,Dota 2,36.0,0.1,10442.0,0.003447615399348784
8665,217913875,Dota 2,7.7,0.1,10442.0,0.0007374066270829343
8666,247858756,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8667,128285073,Dota 2,6.2,0.1,10442.0,0.0005937559854434016
8668,307038639,Dota 2,2.5,0.1,10442.0,0.00023941773606588775
8669,220680498,Dota 2,0.3,0.1,10442.0,2.873012832790653e-05
8671,165584237,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8673,297771026,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8674,293541342,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8675,143859315,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
8676,164035963,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8678,205278025,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
8679,182004925,Dota 2,5.3,0.1,10442.0,0.000507565600459682
8681,258430515,Dota 2,4.0,0.1,10442.0,0.00038306837770542035
8682,184800550,Dota 2,28.0,0.1,10442.0,0.002681478643937943
8683,95181268,Dota 2,3.9,0.1,10442.0,0.00037349166826278484
8684,190305564,Dota 2,23.0,0.1,10442.0,0.002202643171806168
8686,282974048,Dota 2,19.7,0.1,10442.0,0.0018866117601991953
8688,155964819,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8689,142060022,Dota 2,1.2,0.1,10442.0,0.00011492051331162612
8690,138558097,Dota 2,3.1,0.1,10442.0,0.0002968779927217008
8692,150632096,Dota 2,3.0,0.1,10442.0,0.00028730128327906536
8695,165101762,Dota 2,14.6,0.1,10442.0,0.0013981995786247845
8696,159386087,Dota 2,4.5,0.1,10442.0,0.000430951924918598
8697,139986442,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8698,170388829,Dota 2,0.9,0.1,10442.0,8.619038498371959e-05
8699,243520161,Dota 2,8.3,0.1,10442.0,0.0007948668837387474
8700,77194239,Dota 2,12.8,0.1,10442.0,0.0012258188086573453
8701,255458903,Dota 2,1.1,0.1,10442.0,0.00010534380386899063
8703,138429058,Dota 2,20.0,0.1,10442.0,0.001915341888527102
8704,173616173,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8708,287147708,Dota 2,1.3,0.1,10442.0,0.00012449722275426165
8709,275982472,Dota 2,4.2,0.1,10442.0,0.0004022217965906914
8710,201383036,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8711,144132703,Dota 2,7.5,0.1,10442.0,0.0007182532081976633
8713,201352784,Dota 2,0.8,0.1,10442.0,7.661367554108408e-05
8714,150697950,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8715,161085944,Dota 2,0.2,0.1,10442.0,1.915341888527102e-05
8716,189750611,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8717,167511712,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8718,303986455,Dota 2,1.5,0.1,10442.0,0.00014365064163953265
8719,302465464,Dota 2,62.0,0.1,10442.0,0.005937559854434017
8720,188198849,Dota 2,0.6,0.1,10442.0,5.746025665581306e-05
8722,97818502,Dota 2,2.3,0.1,10442.0,0.0002202643171806167
8723,229173482,Dota 2,9.4,0.1,10442.0,0.0009002106876077381
8724,206567289,Dota 2,48.0,0.1,10442.0,0.004596820532465046
8726,207805383,Dota 2,1.6,0.1,10442.0,0.00015322735108216817
8728,207869089,Dota 2,46.0,0.1,10442.0,0.004405286343612335
8729,278801828,Dota 2,50.0,0.1,10442.0,0.0047883547213177545
8731,148499580,Dota 2,2.7,0.1,10442.0,0.0002585711549511588
8732,298548515,Dota 2,3.8,0.1,10442.0,0.0003639149588201494
8733,189758309,Dota 2,3.1,0.1,10442.0,0.0002968779927217008
8734,263860732,Dota 2,0.4,0.1,10442.0,3.830683777054204e-05
8735,115122875,Dota 2,0.1,0.1,10442.0,9.57670944263551e-06
8736,155042139,Dota 2,2.4,0.1,10442.0,0.00022984102662325224
8739,134959420,Dota 2,10.9,0.1,10442.0,0.0010438613292472706
8740,258550100,Dota 2,0.5,0.1,10442.0,4.788354721317755e-05
8741,194269839,Dota 2,8.0,0.1,10442.0,0.0007661367554108407
8742,141402600,Dota 2,22.0,0.1,10442.0,0.0021068760773798123
8743,207112591,Dota 2,33.0,0.1,10442.0,0.0031603141160697185
8744,183068343,Dota 2,15.3,0.1,10442.0,0.001465236544723233
8748,150140786,Dota 2,1.4,0.1,10442.0,0.00013407393219689714
